,index,Texto,Texto limpio,Categoría
4871,2308,"Más de 25 millones se van a Telegram tras nuevas políticas de Whatsapp
https://t.co/Z8Wqca7bNF https://t.co/ZSgJIqLXvu",aristeguienvivo consideramos calidad obras públicas últimos tres años perdido visto botín desviar recursos palabras meyerfalcon,Noticia
4872,1376,"La pareja perfecta no es la que nunca tiene problemas, sino la que a pesar de ellos siempre están juntos.",méxico debe reforzar uso cubrebocas cúpula alpuche aranda,Frase/Pensamiento
4873,6616,"Desde que me apunté al gimnasio 24 horas, cada día voy a hacer ejercicio. Primero cardio, luego levantar peso, estiramientos y flexibilidad, para terminar empapado en sudor en la sauna. Lo que todavía no he hecho ha sido probar una sola máquina. #jueverotic",apunté gimnasio horas cada día voy hacer ejercicio primero cardio luego levantar peso estiramientos flexibilidad terminar empapado sudor sauna todavía hecho sido probar sola máquina jueverotic,Microficción
4874,2981,Vacuna de AstraZeneca llegará una semana antes https://t.co/oO7OLrcIFz https://t.co/Xr4NmYtDjQ,bueno comienza miedo,Noticia
4875,3555,Estrategia contra pandemia excluyó a niños y adolescentes https://t.co/KEZH7LCSI9 https://t.co/wkowTlsGNB,día decepcionó menos esperaba comprendí cambia pasa debes ser fuerte mostrar mejor sonrisa,Noticia
4876,124,"""A veces somos buenos con las personas equivocadas.""",comienza prohibición ventas plásticos desechables comercios cdmx,Frase/Pensamiento
4877,447,"""Las personas tóxicas JAMÁS van a aceptar que son tóxicas siempre van a creer que tienen la razón y el día que les digas algo que hicieron mal se van a victimizar y van a sacarte mil cosas para hacerte sentir culpable y que te disculpes con ellas.""",doce personas asesinadas cuerpos tirados mitad carretera jurisdicción municipio choapas zona sur entidad noche domingo,Frase/Pensamiento
4878,2164,"""Las ofensas que no se perdonan, son las que pudren el alma.""",amlo hizo guiño nueva administración biden después semanas tensas ex embajador video,Frase/Pensamiento
4879,2290,"Renuncian integrantes del equipo de Trump y Melania
https://t.co/yHHczIOE9G https://t.co/PjnHO5RwaI",biden debe superar enorme polarización eu olga pellicer,Noticia
4880,6921,"En aquel desorden de cajas y papeles, dormitaba su musa mientras él se afanaba por escribir unas líneas con las que sorprenderla.",aquel desorden cajas papeles dormitaba musa mientras afanaba escribir unas líneas sorprenderla,Microficción
4881,2411,Ocho penales privados firmaron convenios con el Gobierno en el sexenio de Calderón https://t.co/8VNSv6DxVf https://t.co/XCoC0Eg33L,aristeguienvivo actitud pence debería ser reprimida cómplice sujeto aprovechó últimos días aferrarse posición políticoelectoral méxico debe aprender polarización lleva reyes orona,Noticia
4882,2817,"Los países ricos vacunan mientras los menos desarrollados observan, alega OMS
https://t.co/lP1TuFTNR7 https://t.co/PVrXStvt4t",nunca digas nunca vida da mil vueltas,Noticia
4883,2916,"Disputa por tierras deja 43 familias desplazadas y 17 casas quemadas en Chiapas | #Video
https://t.co/oxot5u17wx https://t.co/E07D3ge2eH",encontrar amor amistad misma persona ganar vida,Noticia
4884,1020,"Si amas a alguien, díselo, muchos corazones se rompen por palabras que no se escuchan.",nueve años gobierno pagado mil mdp contratos penales privados,Frase/Pensamiento
4885,2743,"Estados Unidos se reserva el derecho de reiniciar enjuiciamiento contra Cienfuegos
https://t.co/9hpdhgGT2R https://t.co/AB8yNbkAt5",mirar cielo sonreír alguien cuida,Noticia
4886,7601,"-Si quieres ese puesto vas a tener que hacerme una buena chamba, me dijo Elba Esther Gordillo",si quieres puesto vas tener hacerme buena chamba dijo elba esther gordillo,Microficción
4887,5695,Cuando llegué pensé que no había nada más terrorífico que una ciudad abandonada. Luego supe que era peor que algo me acechara.,llegué pensé terrorífico ciudad abandonada luego supe peor acechara,Microficción
4888,1049,"""Nada es imposible; si realmente lo quieres, lo tendrás.""",aristeguienvivo faltan días termine plazo fgr solicitó proceso emilio lozoya archivo incompleto falta respuesta siete países solicitado información andrea cárdenas periodista quintoelab,Frase/Pensamiento
4889,376,"Al final la única persona que estará para ti será mamá, siempre mamá.",aborto jamás aprobado brasil dice bolsonaro tras decisión argentina,Frase/Pensamiento
4890,2278,"#Dinero con @galvanochoa | El gasto en publicidad del gobierno actual en 2020 fue de 654 millones de pesos, un presupuesto muy por debajo de los 9 mil 132 millones que gastó el sexenio de Peña Nieto en su último año https://t.co/KA3gt1KPLU https://t.co/9LE1KZwNsr",marcelo ebrard da negativo covid19 segunda prueba pcr,Noticia
4891,4661,"Del boletín de la @FGRMexico se deriva que hay elementos importantes que deben investigarse, pero sobre el general Salvador Cienfuegos, 'no hay elementos para iniciar acción penal en su contra', dijo el canciller @m_ebrard en la #mañanera de este viernes https://t.co/Mf2DYgTi9Z https://t.co/YvcXXipQ6O",manten cabeza siempre alto nadie vea sufres,Noticia
4892,3793,"Consulta para despenalizar aborto no es por derechos, sino para establecer tipos penales: Segob https://t.co/K78HhKVa87 https://t.co/QcBEPjfBHO",dijo karma amarás ama haber amado amó,Noticia
4893,536,"""No vale la pena aferrarse a lo que te hace daño; la vida continúa, solo ama a quien te ama y valora a quien te valora.""",pide macron abrir espacio ponen riesgo democracia,Frase/Pensamiento
4894,7515,"Todos mienten.
Le mandó a su amado un mensaje de despedida encapsulado en una romántica canción minutos cantes de acurrucarse en los brazos de su marido. #monoficción",mienten mandó amado mensaje despedida encapsulado romántica canción minutos cantes acurrucarse brazos marido monoficción,Microficción
4895,704,"""Más vale una verdad que duela que una mentira que ilusione.""",inicia ricardo anaya gira país acarreando maíz video,Frase/Pensamiento
4896,4060,"Biden jura como presidente de EU, las palabras de un fiscal general Gertz Manero, el avance del Covid-19, la vacuna y más, en las 10 notas de la semana https://t.co/4W9FsvehaA https://t.co/pJQx53VGSS",nadie fabrica candado llave mismo modo dios da problemas soluciones,Noticia
4897,5148,"@jardindebonsais -Suegro, no nos engañemos. Sabe que lo sé y no puede dejar viuda a su hija. Quiero entrar en el negocio del narcotráfico.
-Tienes razón en casi todo. Mi hija está harta de ti.-Saca un revólver de su escritorio.-Y yo, de ella. Mátala y estás dentro. #RetoSituaciónLímite",jardindebonsais suegro engañemos sabe sé puede dejar viuda hija quiero entrar negocio narcotráfico razón casi hija harta tisaca revólver escritorioy mátala dentro retosituaciónlímite,Microficción
4898,3730,"Murió el futbolista José Alves, ‘El Lobo Solitario’
https://t.co/xRIOyVlLsz https://t.co/Vgidf4Aenr",corazón terco tonto raro impredecible temeroso defectos sabe amar pocos saben,Noticia
4899,7556,"Año 2056. Desde que producen en serie órganos vitales en laboratorios, conseguir oxígeno sin trabajar es muy complicado.",año producen serie órganos vitales laboratorios conseguir oxígeno trabajar complicado,Microficción
4900,5523,Cuando comenzó a llover hacia arriba y vi un unicornio en el rellano supe que me había vuelto loco y que era una sensación maravillosa.,comenzó llover hacia arriba vi unicornio rellano supe vuelto loco sensación maravillosa,Microficción
4901,4293,"Trump crea la oficina del expresidente en Florida, desde donde seguirá activo https://t.co/llUmUYSMmY https://t.co/ZTs4xfqlLe",valentía ausencia miedo sino dominio mismo,Noticia
4902,7440,"La noche de aquel martes comenzaron los atentados. Para muchos eran locos dementes extremadamente radicales, pero curiosamente tras la cuarta muerte por falta escandalosa de ortografía los ""haiga"" dejaron de escucharse.

#martesmge",noche aquel martes comenzaron atentados locos dementes extremadamente radicales curiosamente tras cuarta muerte falta escandalosa ortografía haiga dejaron escucharse martesmge,Microficción
4903,1502,"""Si alguien está destinado a permanecer en tu vida, tarde o temprano regresa.""",demócratas toman control senado eu tras ganar segunda vuelta georgia,Frase/Pensamiento
4904,1330,Nunca es demasiado tarde para hacer las cosas bien.,personal ssc encontró kg polvo blanco podría ser cocaína interior camioneta volcada calle río san joaquín casi esquina ingenieros militares alcaldía miguel hidalgo,Frase/Pensamiento
4905,2298,Lanzan la campaña 'Devuelve tu tanque. Por amor a la vida' para que la ciudadanía devuelva los tanques de oxígeno que rentó https://t.co/yStJOrOivI https://t.co/ErwUCDFIv3,insurgencia armada pasará grupos radicales rodríguez sumano,Noticia
4906,7684,Fue directo al sindicato de conejos. En las últimas tres cacerías le había tocado hacer de presa y sabía que detrás de aquello estaba su ex.,directo sindicato conejos últimas tres cacerías tocado hacer presa sabía detrás aquello ex,Microficción
4907,2389,"#AristeguiEnVivo | Ya se había dicho que si EE.UU. entregaba a Cienfuegos a México, el caso quedaría en la impunidad. Se decía que la Fiscalía haría un desvanecimiento de datos, explica el Francisco Gallardo, General del Ejército Mexicano https://t.co/Gwasz1yAzf https://t.co/Hb272kFyWK",perspectivas banco mundial arranca sucesión sindicato petrolero columnasfinancieras miércoles,Noticia
4908,5894,"Me puse los zapatos un martes, los tuyos, para ver qué se sentía siendo un asesino en serie. Me gustó demasiado. Ahora competimos por los titulares de los telediarios.",puse zapatos martes ver sentía siendo asesino serie gustó demasiado ahora competimos titulares telediarios,Microficción
4909,5797,"21. DESAGÜE
La convención del desagüe iba a dar comienzo. Presidía una barbie sin un brazo y sin cabello flanqueada por un cocodrilo y una tortuga. Convertidos ya en legión, este año iban a iniciar su venganza contra quienes los habían abandonado y arrojado de su hogar.#cuentober",desagüe convención desagüe iba dar comienzo presidía barbie brazo cabello flanqueada cocodrilo tortuga convertidos legión año iban iniciar venganza abandonado arrojado hogarcuentober,Microficción
4910,3299,"#AristeguiEnVivo | La Fiscalía de Jalisco reveló la identidad de los dos sospechosos del asesinato de Aristóteles Sandoval, exgobernador de Jalisco. Las autoridades ofrecen una recompensa de un millón de pesos para quien ayude a dar con su paradero https://t.co/QxPhWFpJbd https://t.co/aGAAIvRjKO",truco hablar menos demostrar,Noticia
4911,6564,"Mientras unos vivían bañados por la luz de los clubes nocturnos otros fumaban cigarros en la calle acompañados por los luminosos del velatorio. 
#LocosInfinitos",mientras vivían bañados luz clubes nocturnos fumaban cigarros calle acompañados luminosos velatorio locosinfinitos,Microficción
4912,7472,"La primera vez que fuimos al cine me sorprendió que llevaras una falda tan corta, luego lo agradecí. #jueverotic",primera vez cine sorprendió llevaras falda tan corta luego agradecí jueverotic,Microficción
4913,4219,Se queja IP de constantes cambios de reglas para la inversión https://t.co/hvNMBKxliW https://t.co/48wT2RHItH,nunca dolió dolió volvieras nunca dolió irme dolió detuvieras,Noticia
4914,359,"La vida te va enseñando quién sí, quién no y quién nunca.",vacuna rusa sputnik v sólo usará autorización cofepris lópezgatell,Frase/Pensamiento
4915,5546,"Estaba enamorado de su inteligencia, de su sagacidad, de su humor, de sus berrinches, de su sensibilidad, de su creatividad, de su belleza... Quizá sí se había enamorado de sus flores, pero de lo que no se daba cuenta es que era una Verónica, cuyas flores son perennes.",enamorado inteligencia sagacidad humor berrinches sensibilidad creatividad belleza quizá enamorado flores daba cuenta verónica cuyas flores perennes,Microficción
4916,4920,Los alienígenas tuvieron que bloquear whatsapp para que los humanos miraran al cielo y se dieran cuenta de que la invasión había comenzado.,alienígenas bloquear whatsapp humanos miraran cielo dieran cuenta invasión comenzado,Microficción
4917,7408,"Mis labios besan tu piel desnuda con desesperación, zigzagueando por tu abdomen hasta perderse entre tus piernas. Tu espalda se arquea y mi sed se atenía. mis ojos buscan los tuyos pero se pierden en tu boca entreabierta. #jueverotic",labios besan piel desnuda desesperación zigzagueando abdomen perderse piernas espalda arquea sed atenía ojos buscan pierden boca entreabierta jueverotic,Microficción
4918,2386,Muere el médico personal del Papa por una neumonía debida a Covid-19 https://t.co/msDFtRF5Y2 https://t.co/Si8GhSLqDb,nfl playoffs guía tom brady bucaneros juego divisional nfc,Noticia
4919,5298,"-Muero por darte un beso.
-Si de verdad mueres, adelante.
#cuentosde10",muero darte beso si verdad mueres adelante cuentosde10,Microficción
4920,4742,#Deportes: Sueltan Griezmann y Messi cuatro granadas a los andaluces | Video https://t.co/TdJn3ahvBb https://t.co/XdCro4Tdzq,siempre recuerdo llene ojos lagrimas,Noticia
4921,3455,La violencia contra mujeres y niñas es la otra pandemia que enfrentamos: Rosa Icela Rodríguez https://t.co/kyFZs0W9E5 https://t.co/JikF00ZYn4,uses ojos llorar persona equivocada úsalos buscar persona correcta,Noticia
4922,5270,"Un martes en las nubes, me prometiste, y parecía el plan perfecto hasta que vi que bajo el abrigo llevabas un chaleco bomba.",martes nubes prometiste parecía plan perfecto vi bajo abrigo llevabas chaleco bomba,Microficción
4923,6478,Cuando Benito Camela dijo su nombre Mónica Galindo supo que el humor con que sus padres les marcaron de por vida les uniría en amor eterno.,benito camela dijo nombre mónica galindo supo humor padres marcaron vida uniría amor eterno,Microficción
4924,1685,"""No te quiero para ser solo besos, ni para ser solo minutos. Te quiero para ser momentos, para ser alegrías, te quiero para ser historia.""",imssmorelos incrementa camas destinadas atender pacientes covid,Frase/Pensamiento
4925,6203,"CONTRADICTORIO
Le recriminaba sus serenatas de palabras, luego su silencio.",contradictorio recriminaba serenatas palabras luego silencio,Microficción
4926,5356,"El martes en el teatro nos ovacionaron como nunca. Todos se sorprendieron y preguntaron por la tecnología que habíamos usado para que la actriz principal, recientemente fallecida, subiera al escenario. Ningún actor quiere volver desde entonces.",martes teatro ovacionaron nunca sorprendieron preguntaron tecnología usado actriz principal recientemente fallecida subiera escenario ningún actor quiere volver entonces,Microficción
